Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,battery_id
2024-02-13 07:30:00,2,Rest,00:50:00,00:21:00,862,Medium,CC,3.63,-0.37,36.0,2.254,9.23,2080,Pack-01
2024-02-13 08:00:00,2,Rest,00:51:00,00:41:00,714,Medium,CC,3.78,-0.68,25.1,0.512,1.73,2081,Pack-01
2024-02-13 08:30:00,2,Discharging,00:36:00,00:13:00,974,High,CC-CV,3.53,-1.87,29.3,0.9,5.27,2082,Pack-01
2024-02-13 09:00:00,1,Rest,00:30:00,00:10:00,461,Medium,CC,4.16,1.78,36.8,2.015,2.17,2083,Pack-01
2024-02-13 09:30:00,2,Rest,00:19:00,00:15:00,72,High,Rest,3.89,-0.9,26.3,1.231,4.77,2084,Pack-01
2024-02-13 10:00:00,1,Charging,00:20:00,00:49:00,927,Low,Rest,3.86,1.81,34.0,0.955,8.78,2085,Pack-01
2024-02-13 10:30:00,1,Charging,00:56:00,00:32:00,802,Low,Rest,4.2,-0.35,32.7,1.59,5.93,2086,Pack-01
2024-02-13 11:00:00,3,Discharging,00:46:00,00:22:00,829,Low,Rest,3.55,-0.69,27.5,0.669,9.02,2087,Pack-01
2024-02-13 11:30:00,1,Rest,00:41:00,00:34:00,299,Medium,CC,3.86,1.82,37.4,1.003,9.99,2088,Pack-01
2024-02-13 12:00:00,1,Rest,00:15:00,00:29:00,358,High,CC,3.74,0.14,27.4,1.418,7.49,2089,Pack-01
2024-02-13 12:30:00,2,Discharging,00:47:00,00:32:00,643,Low,CC,3.57,0.59,21.4,1.606,4.08,2090,Pack-01
2024-02-13 13:00:00,3,Discharging,00:23:00,00:22:00,853,Low,Rest,4.17,0.62,42.5,1.651,1.32,2091,Pack-01
2024-02-13 13:30:00,3,Rest,00:36:00,00:14:00,603,Medium,Rest,4.01,-0.67,32.8,2.494,2.91,2092,Pack-01
2024-02-13 14:00:00,1,Rest,00:29:00,00:52:00,170,High,CC,3.68,-0.66,33.4,0.706,8.2,2093,Pack-01
2024-02-13 14:30:00,3,Charging,00:50:00,00:19:00,135,High,Rest,3.7,-1.44,24.7,1.15,8.32,2094,Pack-01
2024-02-13 15:00:00,3,Charging,00:27:00,00:27:00,164,High,CC-CV,3.99,-0.29,34.7,1.681,3.98,2095,Pack-01
2024-02-13 15:30:00,2,Rest,00:21:00,00:22:00,246,High,CC-CV,3.73,0.79,28.7,2.296,7.24,2096,Pack-01
2024-02-13 16:00:00,3,Rest,00:20:00,00:32:00,126,Medium,CC,3.93,-1.71,37.0,1.767,8.91,2097,Pack-01
2024-02-13 16:30:00,3,Discharging,00:25:00,00:37:00,260,High,CC,3.6,-1.43,28.9,0.592,8.39,2098,Pack-01
2024-02-13 17:00:00,3,Discharging,00:53:00,00:56:00,820,Low,CC,3.89,-1.9,40.7,1.338,3.06,2099,Pack-01
2024-02-13 17:30:00,1,Discharging,00:36:00,00:14:00,704,High,CC-CV,3.98,-0.15,23.6,1.011,6.3,2100,Pack-01
2024-02-13 18:00:00,2,Charging,00:32:00,00:27:00,470,Low,CC,4.03,1.78,41.7,1.803,7.85,2101,Pack-01
2024-02-13 18:30:00,3,Rest,00:45:00,00:51:00,444,High,CC,3.92,1.24,39.5,1.107,4.09,2102,Pack-01
2024-02-13 19:00:00,3,Discharging,00:37:00,00:30:00,601,Medium,CC-CV,4.1,-0.16,35.0,1.028,4.26,2103,Pack-01
2024-02-13 19:30:00,3,Discharging,00:49:00,00:14:00,253,High,CC-CV,3.93,0.14,21.1,1.665,4.14,2104,Pack-01
2024-02-13 20:00:00,2,Charging,00:21:00,00:26:00,537,Low,Rest,3.89,-1.35,42.0,2.283,5.98,2105,Pack-01
2024-02-13 20:30:00,3,Rest,00:54:00,00:29:00,374,High,Rest,3.96,-0.72,38.5,1.705,4.35,2106,Pack-01
2024-02-13 21:00:00,2,Charging,00:27:00,00:39:00,257,High,Rest,3.79,0.09,44.3,1.315,1.76,2107,Pack-01
2024-02-13 21:30:00,1,Discharging,00:50:00,00:30:00,146,Medium,CC,4.0,1.03,27.1,0.885,1.27,2108,Pack-01
2024-02-13 22:00:00,3,Charging,00:59:00,00:38:00,55,Medium,Rest,4.08,1.86,27.8,0.544,8.7,2109,Pack-01
2024-02-13 22:30:00,3,Discharging,00:41:00,00:37:00,517,Low,CC-CV,3.6,0.12,22.5,2.048,4.79,2110,Pack-01
2024-02-13 23:00:00,2,Charging,00:55:00,00:54:00,226,Medium,CC-CV,3.92,-0.43,39.6,1.58,3.65,2111,Pack-01
2024-02-13 23:30:00,2,Discharging,00:23:00,00:53:00,974,Low,CC-CV,3.56,1.46,38.3,1.675,3.78,2112,Pack-01
2024-02-14 00:00:00,1,Charging,00:50:00,00:25:00,273,Low,Rest,4.04,1.88,31.7,1.802,8.78,2113,Pack-01
2024-02-14 00:30:00,2,Charging,00:31:00,00:39:00,762,Low,Rest,4.15,-0.45,31.6,1.848,9.86,2114,Pack-01
2024-02-14 01:00:00,2,Discharging,00:29:00,00:13:00,734,High,CC-CV,3.93,0.02,38.5,0.981,9.63,2115,Pack-01
2024-02-14 01:30:00,2,Charging,00:22:00,00:31:00,909,High,Rest,3.9,-0.65,36.5,2.053,9.9,2116,Pack-01
2024-02-14 02:00:00,3,Charging,00:41:00,00:55:00,254,Medium,Rest,3.54,1.98,25.5,1.08,3.22,2117,Pack-01
2024-02-14 02:30:00,2,Discharging,00:37:00,00:59:00,371,Low,Rest,3.63,0.52,42.5,1.577,5.56,2118,Pack-01
2024-02-14 03:00:00,3,Discharging,00:33:00,00:40:00,509,Medium,CC,4.18,0.89,23.3,1.375,3.62,2119,Pack-01
2024-02-14 03:30:00,3,Discharging,00:34:00,00:40:00,579,High,Rest,3.91,0.74,40.2,1.658,3.87,2120,Pack-01
2024-02-14 04:00:00,1,Rest,00:26:00,00:49:00,429,High,CC-CV,3.71,-1.62,23.2,2.198,8.01,2121,Pack-01
2024-02-14 04:30:00,1,Rest,00:38:00,00:52:00,62,Low,CC,3.86,0.99,30.5,0.982,4.33,2122,Pack-01
2024-02-14 05:00:00,1,Discharging,00:16:00,00:42:00,372,Low,CC,3.73,1.54,20.3,2.285,4.96,2123,Pack-01
2024-02-14 05:30:00,1,Discharging,00:46:00,00:50:00,237,High,CC-CV,3.83,-1.17,25.6,1.148,1.95,2124,Pack-01
2024-02-14 06:00:00,1,Discharging,00:49:00,00:56:00,877,Medium,CC-CV,4.11,0.15,44.1,2.131,1.81,2125,Pack-01
2024-02-14 06:30:00,2,Discharging,00:21:00,00:59:00,735,Medium,CC-CV,3.64,0.2,32.9,1.539,1.16,2126,Pack-01
2024-02-14 07:00:00,3,Rest,00:58:00,00:22:00,764,High,CC-CV,4.04,1.81,42.0,0.927,6.86,2127,Pack-01
2024-02-14 07:30:00,3,Rest,00:49:00,00:30:00,463,Medium,Rest,4.0,1.1,31.0,1.108,3.79,2128,Pack-01
2024-02-14 08:00:00,1,Discharging,00:21:00,00:19:00,572,High,CC-CV,4.06,-1.38,42.4,2.253,8.19,2129,Pack-01
2024-02-14 08:30:00,1,Rest,00:19:00,00:12:00,253,Low,Rest,3.61,-1.91,23.0,2.022,7.84,2130,Pack-01
2024-02-14 09:00:00,3,Rest,00:30:00,00:41:00,681,Low,CC-CV,4.06,1.27,39.4,1.847,6.96,2131,Pack-01
2024-02-14 09:30:00,2,Rest,00:40:00,00:20:00,528,High,Rest,4.19,-1.97,22.8,0.549,4.32,2132,Pack-01
2024-02-14 10:00:00,2,Rest,00:48:00,00:46:00,538,Low,Rest,3.67,-1.69,41.0,2.122,6.79,2133,Pack-01
2024-02-14 10:30:00,2,Rest,00:33:00,00:15:00,794,Medium,CC,4.03,1.56,39.9,1.514,8.16,2134,Pack-01
2024-02-14 11:00:00,1,Rest,00:34:00,00:45:00,953,Low,CC,3.64,-0.28,21.8,2.3,6.53,2135,Pack-01
2024-02-14 11:30:00,2,Charging,00:37:00,00:29:00,65,Low,Rest,4.07,1.24,22.9,1.098,3.14,2136,Pack-01
2024-02-14 12:00:00,2,Discharging,00:10:00,00:23:00,109,Medium,CC-CV,4.06,0.83,37.7,1.892,1.69,2137,Pack-01
2024-02-14 12:30:00,1,Rest,00:37:00,00:21:00,653,Low,CC-CV,3.66,0.72,41.2,1.321,8.14,2138,Pack-01
2024-02-14 13:00:00,1,Discharging,00:36:00,00:14:00,875,High,CC-CV,3.95,-0.9,22.0,1.468,9.45,2139,Pack-01
2024-02-14 13:30:00,2,Rest,00:12:00,00:37:00,206,Medium,CC-CV,3.79,1.37,26.1,1.214,6.33,2140,Pack-01
2024-02-14 14:00:00,2,Rest,00:37:00,00:10:00,648,Low,CC-CV,3.71,1.42,38.2,2.235,7.93,2141,Pack-01
2024-02-14 14:30:00,3,Charging,00:32:00,00:57:00,513,Low,CC-CV,4.04,-1.42,36.9,0.911,2.23,2142,Pack-01
2024-02-14 15:00:00,2,Discharging,00:50:00,00:27:00,452,High,CC-CV,3.66,-1.21,42.3,2.442,9.09,2143,Pack-01
2024-02-14 15:30:00,3,Discharging,00:11:00,00:13:00,348,High,Rest,3.69,-0.24,20.5,1.849,4.13,2144,Pack-01
2024-02-14 16:00:00,2,Discharging,00:34:00,00:45:00,948,Low,CC-CV,3.73,1.09,39.4,2.233,1.29,2145,Pack-01
2024-02-14 16:30:00,1,Discharging,00:18:00,00:16:00,722,High,Rest,3.85,-0.23,24.6,1.329,1.31,2146,Pack-01
2024-02-14 17:00:00,3,Rest,00:46:00,00:41:00,203,Low,Rest,3.54,-0.44,44.9,0.659,3.11,2147,Pack-01
2024-02-14 17:30:00,1,Rest,00:19:00,00:38:00,375,Low,Rest,3.76,0.15,20.5,1.024,1.02,2148,Pack-01
2024-02-14 18:00:00,2,Charging,00:53:00,00:58:00,507,High,CC-CV,4.17,-1.64,37.6,1.017,2.39,2149,Pack-01
2024-02-14 18:30:00,2,Rest,00:43:00,00:54:00,268,High,Rest,3.55,-0.14,30.5,2.25,3.68,2150,Pack-01
2024-02-14 19:00:00,1,Discharging,00:58:00,00:57:00,110,High,Rest,4.16,-1.59,25.8,1.038,6.56,2151,Pack-01
2024-02-14 19:30:00,1,Discharging,00:38:00,00:21:00,620,Medium,CC,4.03,1.54,23.5,1.634,8.84,2152,Pack-01
2024-02-14 20:00:00,1,Charging,00:34:00,00:59:00,131,Low,CC-CV,4.16,0.58,45.0,1.354,5.22,2153,Pack-01
2024-02-14 20:30:00,3,Charging,00:41:00,00:10:00,535,High,CC-CV,3.72,1.81,22.4,2.268,9.4,2154,Pack-01
2024-02-14 21:00:00,2,Discharging,00:56:00,00:11:00,147,High,CC,4.15,1.33,20.6,0.583,7.38,2155,Pack-01
2024-02-14 21:30:00,2,Rest,00:49:00,00:39:00,221,Medium,CC,4.05,-0.51,21.5,0.576,9.08,2156,Pack-01
2024-02-14 22:00:00,1,Rest,00:19:00,00:53:00,136,Low,CC,3.6,-0.99,27.0,2.003,9.49,2157,Pack-01
2024-02-14 22:30:00,2,Rest,00:43:00,00:22:00,962,Medium,CC-CV,3.84,0.03,33.6,1.098,2.86,2158,Pack-01
2024-02-14 23:00:00,1,Discharging,00:38:00,00:49:00,958,High,Rest,3.94,-1.63,28.8,2.034,1.23,2159,Pack-01
2024-02-14 23:30:00,1,Charging,00:20:00,00:24:00,84,High,CC-CV,3.57,1.6,33.8,2.244,1.27,2160,Pack-01
2024-02-15 00:00:00,3,Rest,00:33:00,00:34:00,474,High,Rest,3.9,0.02,34.7,0.63,1.32,2161,Pack-01
2024-02-15 00:30:00,2,Charging,00:44:00,00:33:00,246,High,CC,3.59,-1.06,37.8,2.314,6.36,2162,Pack-01
2024-02-15 01:00:00,2,Rest,00:28:00,00:26:00,541,Low,CC,3.91,0.45,26.7,1.71,8.32,2163,Pack-01
2024-02-15 01:30:00,1,Discharging,00:39:00,00:17:00,296,High,CC-CV,3.7,0.43,29.7,2.439,1.14,2164,Pack-01
2024-02-15 02:00:00,1,Rest,00:39:00,00:50:00,959,Low,CC-CV,3.58,-0.12,22.9,1.037,6.48,2165,Pack-01
2024-02-15 02:30:00,1,Rest,00:37:00,00:12:00,669,High,Rest,3.77,-1.95,23.6,0.626,2.62,2166,Pack-01
2024-02-15 03:00:00,2,Charging,00:39:00,00:14:00,933,Medium,CC,4.08,0.19,39.9,1.876,9.03,2167,Pack-01
2024-02-15 03:30:00,2,Charging,00:48:00,00:33:00,276,Medium,Rest,3.94,-1.45,36.1,0.878,8.57,2168,Pack-01
2024-02-15 04:00:00,3,Charging,00:13:00,00:37:00,485,High,Rest,3.58,1.38,42.6,0.892,4.15,2169,Pack-01
2024-02-15 04:30:00,2,Rest,00:53:00,00:30:00,52,Medium,CC,4.13,-0.76,25.0,1.02,5.51,2170,Pack-01
2024-02-15 05:00:00,1,Rest,00:33:00,00:41:00,573,High,Rest,3.55,1.53,29.1,0.552,5.7,2171,Pack-01
2024-02-15 05:30:00,1,Discharging,00:10:00,00:20:00,488,High,CC-CV,3.7,-0.07,31.7,2.427,9.56,2172,Pack-01
2024-02-15 06:00:00,1,Charging,00:56:00,00:45:00,436,High,Rest,3.5,0.43,34.3,2.277,8.39,2173,Pack-01
2024-02-15 06:30:00,1,Rest,00:19:00,00:59:00,964,Low,Rest,4.19,1.67,22.5,1.952,8.2,2174,Pack-01
2024-02-15 07:00:00,3,Rest,00:27:00,00:52:00,592,High,CC,3.86,-1.7,28.4,0.822,1.79,2175,Pack-01
2024-02-15 07:30:00,2,Discharging,00:19:00,00:39:00,120,High,CC,4.06,-1.57,38.4,1.672,6.62,2176,Pack-01
2024-02-15 08:00:00,3,Discharging,00:14:00,00:47:00,582,Medium,CC-CV,3.89,1.1,33.7,0.523,4.18,2177,Pack-01
2024-02-15 08:30:00,1,Discharging,00:38:00,00:53:00,889,Medium,CC,3.72,-0.28,32.3,1.034,2.65,2178,Pack-01
2024-02-15 09:00:00,2,Discharging,00:20:00,00:50:00,435,Low,CC-CV,4.11,-0.68,42.0,1.955,3.39,2179,Pack-01
2024-02-15 09:30:00,2,Charging,00:30:00,00:27:00,538,Low,CC,4.1,1.89,27.4,1.886,2.48,2180,Pack-01
2024-02-15 10:00:00,2,Discharging,00:16:00,00:31:00,322,Medium,CC,3.96,1.31,38.4,1.239,1.75,2181,Pack-01
2024-02-15 10:30:00,2,Discharging,00:34:00,00:30:00,363,High,CC-CV,3.66,1.75,26.7,1.521,5.07,2182,Pack-01
2024-02-15 11:00:00,2,Discharging,00:18:00,00:29:00,964,Low,CC-CV,3.62,-0.76,33.8,1.506,1.06,2183,Pack-01
2024-02-15 11:30:00,1,Rest,00:34:00,00:31:00,202,Medium,Rest,3.53,-0.91,36.8,1.763,3.28,2184,Pack-01
2024-02-15 12:00:00,1,Discharging,00:17:00,00:43:00,340,Low,CC-CV,3.6,1.57,33.1,0.984,4.3,2185,Pack-01
2024-02-15 12:30:00,1,Rest,00:44:00,00:45:00,495,Low,Rest,3.62,-1.92,42.4,2.113,3.34,2186,Pack-01
2024-02-15 13:00:00,1,Discharging,00:16:00,00:54:00,903,Medium,CC-CV,3.88,-0.14,44.4,1.956,1.07,2187,Pack-01
2024-02-15 13:30:00,2,Rest,00:47:00,00:16:00,757,High,CC-CV,3.95,1.53,27.2,2.091,4.06,2188,Pack-01
2024-02-15 14:00:00,2,Rest,00:15:00,00:11:00,552,High,CC-CV,3.61,0.15,30.2,1.464,7.56,2189,Pack-01
2024-02-15 14:30:00,2,Rest,00:16:00,00:53:00,834,High,CC-CV,3.65,-1.7,22.7,2.013,3.68,2190,Pack-01
2024-02-15 15:00:00,3,Discharging,00:15:00,00:32:00,523,Low,CC,3.64,1.31,30.4,0.684,7.3,2191,Pack-01
2024-02-15 15:30:00,1,Charging,00:38:00,00:35:00,206,Medium,Rest,3.84,0.81,30.3,1.098,8.24,2192,Pack-01
2024-02-15 16:00:00,2,Charging,00:16:00,00:48:00,858,Low,CC,3.77,0.8,43.8,0.56,6.66,2193,Pack-01
2024-02-15 16:30:00,1,Discharging,00:52:00,00:38:00,402,Low,Rest,3.52,0.8,35.9,0.968,7.52,2194,Pack-01
2024-02-15 17:00:00,1,Rest,00:58:00,00:31:00,549,Low,CC-CV,3.64,-1.66,44.3,2.228,4.03,2195,Pack-01
2024-02-15 17:30:00,2,Charging,00:23:00,00:35:00,192,Medium,CC,4.16,-1.55,26.0,1.69,1.72,2196,Pack-01
2024-02-15 18:00:00,2,Charging,00:18:00,00:16:00,251,Medium,CC-CV,3.57,-1.39,44.7,1.263,9.82,2197,Pack-01
2024-02-15 18:30:00,2,Charging,00:22:00,00:39:00,586,Medium,CC-CV,3.92,-1.85,26.8,0.569,8.45,2198,Pack-01
2024-02-15 19:00:00,2,Charging,00:16:00,00:47:00,612,High,Rest,4.18,1.96,21.8,2.124,7.0,2199,Pack-01
2024-02-15 19:30:00,3,Discharging,00:31:00,00:37:00,436,Low,Rest,3.57,-0.28,43.3,1.881,2.46,2200,Pack-01
2024-02-15 20:00:00,2,Rest,00:20:00,00:45:00,149,Low,Rest,3.8,-0.71,31.6,1.411,7.87,2201,Pack-01
2024-02-15 20:30:00,1,Discharging,00:11:00,00:38:00,238,Low,Rest,3.55,-0.6,30.3,2.412,3.21,2202,Pack-01
2024-02-15 21:00:00,2,Charging,00:59:00,00:23:00,633,Medium,Rest,3.79,0.66,36.6,1.102,2.29,2203,Pack-01
2024-02-15 21:30:00,1,Rest,00:34:00,00:41:00,36,High,CC-CV,3.56,0.93,39.6,0.772,3.68,2204,Pack-01
2024-02-15 22:00:00,2,Rest,00:12:00,00:58:00,201,High,CC,3.57,-1.94,39.0,1.745,3.16,2205,Pack-01
2024-02-15 22:30:00,3,Charging,00:47:00,00:53:00,560,Medium,CC,4.17,-1.37,33.2,0.993,1.78,2206,Pack-01
2024-02-15 23:00:00,3,Discharging,00:12:00,00:31:00,559,Medium,CC,3.88,-0.55,28.8,0.794,7.52,2207,Pack-01
2024-02-15 23:30:00,3,Rest,00:45:00,00:59:00,227,Low,Rest,4.19,-1.11,28.9,1.22,9.55,2208,Pack-01
2024-02-16 00:00:00,2,Charging,00:57:00,00:23:00,494,Low,Rest,3.81,0.41,28.1,2.365,8.97,2209,Pack-01
2024-02-16 00:30:00,2,Discharging,00:35:00,00:48:00,789,Medium,Rest,3.55,-0.38,20.7,0.842,8.75,2210,Pack-01
2024-02-16 01:00:00,1,Discharging,00:14:00,00:42:00,443,Low,CC-CV,4.14,-0.09,39.9,0.758,1.18,2211,Pack-01
2024-02-16 01:30:00,2,Rest,00:24:00,00:18:00,794,High,Rest,3.72,1.12,34.3,2.28,4.43,2212,Pack-01
2024-02-16 02:00:00,1,Charging,00:39:00,00:17:00,26,High,Rest,3.61,-1.99,32.8,1.185,4.05,2213,Pack-01
2024-02-16 02:30:00,1,Charging,00:23:00,00:22:00,585,Low,CC,4.02,0.45,40.7,1.77,8.11,2214,Pack-01
2024-02-16 03:00:00,3,Discharging,00:23:00,00:25:00,329,Medium,CC-CV,3.98,-1.79,21.5,2.21,1.38,2215,Pack-01
2024-02-16 03:30:00,1,Rest,00:53:00,00:11:00,8,High,CC-CV,3.91,-0.51,22.4,2.329,4.29,2216,Pack-01
2024-02-16 04:00:00,1,Charging,00:16:00,00:36:00,280,Medium,CC,3.58,-1.85,42.7,2.418,3.24,2217,Pack-01
2024-02-16 04:30:00,1,Rest,00:59:00,00:51:00,352,Medium,Rest,3.5,-1.67,40.4,0.971,1.43,2218,Pack-01
2024-02-16 05:00:00,1,Discharging,00:57:00,00:18:00,958,Low,CC,3.73,-1.78,43.4,2.038,6.19,2219,Pack-01
2024-02-16 05:30:00,3,Discharging,00:46:00,00:44:00,957,Medium,Rest,3.92,-0.4,31.3,1.391,9.0,2220,Pack-01
2024-02-16 06:00:00,3,Discharging,00:13:00,00:50:00,702,Low,Rest,3.52,-1.52,37.5,1.084,3.27,2221,Pack-01
2024-02-16 06:30:00,3,Rest,00:56:00,00:58:00,326,High,CC,3.51,0.25,43.2,1.861,3.13,2222,Pack-01
2024-02-16 07:00:00,2,Rest,00:42:00,00:11:00,402,Medium,CC-CV,4.08,1.62,22.0,2.225,8.14,2223,Pack-01
2024-02-16 07:30:00,2,Charging,00:38:00,00:14:00,551,Medium,CC,3.84,0.35,20.7,2.335,6.28,2224,Pack-01
2024-02-16 08:00:00,3,Discharging,00:26:00,00:27:00,199,High,CC-CV,3.86,-1.61,32.5,1.796,8.54,2225,Pack-01
2024-02-16 08:30:00,2,Charging,00:43:00,00:50:00,463,High,CC-CV,3.64,-1.9,41.3,1.331,2.22,2226,Pack-01
2024-02-16 09:00:00,2,Discharging,00:34:00,00:14:00,641,Low,Rest,3.87,1.12,41.8,1.994,9.11,2227,Pack-01
2024-02-16 09:30:00,1,Rest,00:30:00,00:57:00,509,High,CC,3.66,-1.09,28.2,0.584,3.55,2228,Pack-01
2024-02-16 10:00:00,1,Discharging,00:48:00,00:42:00,842,Medium,CC,4.05,-0.08,23.7,1.34,5.26,2229,Pack-01
2024-02-16 10:30:00,2,Discharging,00:58:00,00:55:00,609,High,Rest,3.52,0.54,20.2,1.455,6.8,2230,Pack-01
2024-02-16 11:00:00,2,Rest,00:49:00,00:26:00,242,Medium,CC-CV,3.71,-0.52,37.5,2.41,6.54,2231,Pack-01
2024-02-16 11:30:00,2,Discharging,00:36:00,00:47:00,137,High,CC-CV,3.56,-1.93,24.8,2.062,5.95,2232,Pack-01
2024-02-16 12:00:00,3,Discharging,00:39:00,00:28:00,93,Low,CC,3.52,-1.12,20.4,1.851,8.99,2233,Pack-01
2024-02-16 12:30:00,3,Discharging,00:55:00,00:24:00,331,Medium,Rest,3.57,-1.66,40.1,1.516,6.98,2234,Pack-01
2024-02-16 13:00:00,3,Charging,00:18:00,00:47:00,455,Medium,CC-CV,4.12,-0.4,23.6,1.396,6.14,2235,Pack-01
2024-02-16 13:30:00,2,Discharging,00:32:00,00:10:00,235,Medium,CC,3.69,-1.28,30.1,0.962,8.18,2236,Pack-01
2024-02-16 14:00:00,3,Rest,00:51:00,00:43:00,136,High,CC-CV,4.06,-1.3,24.0,0.671,6.98,2237,Pack-01
2024-02-16 14:30:00,1,Charging,00:45:00,00:29:00,995,Low,CC-CV,4.06,1.71,35.1,1.95,1.7,2238,Pack-01
2024-02-16 15:00:00,2,Charging,00:46:00,00:23:00,707,Low,CC-CV,3.86,-0.78,30.4,1.751,6.82,2239,Pack-01
2024-02-16 15:30:00,2,Discharging,00:11:00,00:17:00,522,Low,CC,4.14,1.15,26.4,2.473,6.25,2240,Pack-01
2024-02-16 16:00:00,2,Charging,00:35:00,00:18:00,647,Medium,CC-CV,4.19,-0.93,43.0,1.777,5.05,2241,Pack-01
2024-02-16 16:30:00,3,Discharging,00:43:00,00:26:00,733,Medium,CC-CV,3.55,0.57,30.9,1.042,3.57,2242,Pack-01
2024-02-16 17:00:00,1,Charging,00:31:00,00:29:00,135,Medium,Rest,3.82,-0.15,40.1,1.167,1.07,2243,Pack-01
2024-02-16 17:30:00,3,Discharging,00:48:00,00:21:00,543,High,CC,3.85,1.17,40.2,2.38,4.12,2244,Pack-01
2024-02-16 18:00:00,1,Discharging,00:15:00,00:45:00,705,Low,CC,3.9,-1.37,40.6,1.964,8.0,2245,Pack-01
2024-02-16 18:30:00,1,Discharging,00:11:00,00:46:00,993,Low,CC,3.61,0.5,30.2,1.213,2.48,2246,Pack-01
2024-02-16 19:00:00,1,Charging,00:11:00,00:58:00,466,High,CC,3.96,1.95,33.2,1.717,3.15,2247,Pack-01
2024-02-16 19:30:00,2,Charging,00:15:00,00:14:00,768,Low,Rest,3.98,-1.33,23.9,1.778,2.13,2248,Pack-01
2024-02-16 20:00:00,1,Charging,00:33:00,00:34:00,561,Medium,CC-CV,4.18,1.38,23.2,0.795,2.2,2249,Pack-01
2024-02-16 20:30:00,2,Rest,00:23:00,00:55:00,473,High,Rest,3.77,-1.94,38.9,0.847,2.23,2250,Pack-01
2024-02-16 21:00:00,2,Charging,00:19:00,00:26:00,410,Medium,CC-CV,3.81,-1.19,31.4,1.57,5.67,2251,Pack-01
2024-02-16 21:30:00,2,Discharging,00:24:00,00:40:00,41,High,Rest,3.73,1.81,36.5,0.684,3.59,2252,Pack-01
2024-02-16 22:00:00,3,Rest,00:53:00,00:42:00,500,Low,CC,3.84,-1.07,32.1,0.913,6.47,2253,Pack-01
2024-02-16 22:30:00,2,Rest,00:58:00,00:50:00,392,Low,Rest,4.03,-1.43,36.8,1.98,7.71,2254,Pack-01
2024-02-16 23:00:00,2,Rest,00:19:00,00:32:00,187,High,CC-CV,4.01,0.9,43.7,1.007,2.1,2255,Pack-01
2024-02-16 23:30:00,3,Rest,00:46:00,00:59:00,506,High,CC,4.07,1.25,29.8,2.078,3.64,2256,Pack-01
2024-02-17 00:00:00,1,Charging,00:41:00,00:59:00,699,Low,Rest,4.19,1.31,38.3,2.261,4.28,2257,Pack-01
2024-02-17 00:30:00,1,Charging,00:33:00,00:38:00,415,High,CC-CV,3.88,0.32,40.8,0.971,8.43,2258,Pack-01
2024-02-17 01:00:00,1,Charging,00:30:00,00:23:00,64,Low,CC,4.14,-0.84,33.2,2.411,7.78,2259,Pack-01
2024-02-17 01:30:00,1,Discharging,00:28:00,00:50:00,102,Low,CC,3.92,1.64,44.2,1.587,4.43,2260,Pack-01
2024-02-17 02:00:00,3,Charging,00:39:00,00:55:00,986,Medium,CC-CV,3.63,1.66,25.1,1.87,6.05,2261,Pack-01
2024-02-17 02:30:00,1,Discharging,00:30:00,00:20:00,156,Medium,CC,4.09,0.65,37.4,2.224,2.57,2262,Pack-01
2024-02-17 03:00:00,2,Charging,00:39:00,00:39:00,374,High,CC,3.98,1.31,21.5,2.144,6.1,2263,Pack-01
2024-02-17 03:30:00,1,Rest,00:41:00,00:51:00,558,Medium,CC,3.82,-0.47,37.5,0.769,6.16,2264,Pack-01
2024-02-17 04:00:00,1,Rest,00:54:00,00:43:00,109,High,Rest,3.91,0.82,38.1,1.396,6.36,2265,Pack-01
2024-02-17 04:30:00,2,Charging,00:31:00,00:59:00,310,High,CC,4.06,0.23,44.8,1.254,9.54,2266,Pack-01
2024-02-17 05:00:00,2,Rest,00:55:00,00:48:00,824,High,CC,3.54,-1.77,38.5,0.647,2.4,2267,Pack-01
2024-02-17 05:30:00,2,Discharging,00:59:00,00:10:00,651,High,CC,4.04,-1.6,35.8,1.348,3.8,2268,Pack-01
2024-02-17 06:00:00,3,Discharging,00:20:00,00:45:00,174,Low,Rest,4.17,0.63,34.1,1.455,8.81,2269,Pack-01
2024-02-17 06:30:00,2,Rest,00:35:00,00:46:00,509,High,CC,3.62,0.45,20.8,0.583,8.72,2270,Pack-01
2024-02-17 07:00:00,1,Discharging,00:39:00,00:43:00,535,High,Rest,3.99,0.06,28.8,0.937,1.7,2271,Pack-01
2024-02-17 07:30:00,2,Discharging,00:35:00,00:36:00,341,Low,CC-CV,3.74,1.58,43.3,0.864,5.19,2272,Pack-01
2024-02-17 08:00:00,2,Rest,00:35:00,00:35:00,179,Medium,CC,3.7,-0.23,42.7,0.887,5.68,2273,Pack-01
2024-02-17 08:30:00,1,Rest,00:33:00,00:28:00,388,Low,CC,3.99,-0.89,20.9,2.425,6.45,2274,Pack-01
2024-02-17 09:00:00,2,Discharging,00:52:00,00:24:00,530,Medium,Rest,4.19,-1.81,30.5,2.257,4.48,2275,Pack-01
2024-02-17 09:30:00,2,Discharging,00:49:00,00:12:00,369,Medium,CC,4.05,-0.94,25.2,1.971,1.54,2276,Pack-01
2024-02-17 10:00:00,1,Charging,00:30:00,00:41:00,856,Low,CC,3.98,-1.68,24.3,1.312,9.7,2277,Pack-01
